name,affiliated_committee_name,committee_id
WHITETAIL DEER FARMERS OF OHIO INC.,WHITETAIL DEER FARMERS OF OHIO INC.,C00415257
LIFEPOINT HEALTH GOOD GOVERNMENT PAC,LIFEPOINT HEALTH,C00421420
TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA,C00431361
TE CONNECTIVITY CORPORATION POLITICAL ACTION COMMITTEE TEPAC,TE CONNECTIVITY CORPORATION,C00433482
EPSILON SYSTEMS SOLUTIONS INC PAC,,C00437327
"TOYOTA MOTOR NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (TOYOTA/LEXUS PAC)","TOYOTA MOTOR NORTH AMERICA, INC",C00542365
CRAY INC EMPLOYEE POLITICAL ACTION COMMITTEE (AKA CRAY PAC),CRAY INC.,C00458547
ALEXION PHARMACEUTICALS INC. PAC,"ALEXION PHARMACEUTICALS, INC.",C00471169
H & M CONSTRUCTION CO INC PAC,NONE,C00475947
HEALTH PARTNERS PLANS POLITICAL ACTION COMMITTEE,,C00484246
CABOT OIL & GAS CORPORATION POLITICAL ACTION COMMITTEE,,C00486050
"MONDELEZ INTERNATIONAL, INC. PAC",MONDELEZ INTERNATIONAL INC.,C00529073
"TWITTER, INC. #PAC","TWITTER, INC.",C00548065
HOWMET AEROSPACE INC. EMPLOYEES VOLUNTARY POLITICAL ACTION COMMITTEE,HOWMET AEROSPACE INC.,C00552679
"PERMOBIL, INC. FEDERAL POLITICAL ACTION COMMITTEE",PERMOBIL INC,C00583229
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - GENERAL (GUARDIAN LIFE P,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - FEDERAL (GUARDIAN LIFE P,C00674465
BASCOM HUNTER TECHNOLOGIES INC EMPLOYEE ACTION FUND,"BASCOM HUNTER TECHNOLOGIES, INC.",C00701631
HANNOVER LIFE REASSURANCE COMPANY OF AMERICA PAC,HANNOVER LIFE REASSURANCE COMPANY OF AMERICA,C00740498
VITAMIN SHOPPE INDUSTRIES LLC,VITAMIN SHOPPE INDUSTRIES LLC,C00768069
"SIG SAUER, INC. POLITICAL ACTION COMMITTEE (AKA 'SIG SAUER PAC')","SIG SAUER, INC.",C00772863
"DENTAQUEST, LLC POLITICAL ACTION COMMITTEE (DENTAQUEST PAC)","DENTAQUEST, LLC",C00782292
"KEEFE, BRUYETTE & WOODS, INC. POLITICAL ACTION COMMITTEE","KEEFE, BRUYETTE & WOODS, INC.",C00491928
ARCELORMITTAL SALES AND ADMINISTRATION LLC PAC (ARCELORMITTAL PAC),ARCELORMITTAL SALES AND ADMINISTRATION LLC,C00104109
SALESFORCE.COM INC POLITICAL ACTION COMMITTEE,"SALESFORCE.COM, INC.",C00511600
INMAN MILLS GOOD GOVERNMENT FUND,,C00142893
COZEN O'CONNOR POLITICAL ACTION COMMITTEE,COZEN O'CONNOR,C00312777
GENOA HEALTHCARE PAC,GENOA HEALTHCARE,C00603373
"DOLLAR TREE, INC. GOVERNMENTAL INITIATIVE","DOLLAR TREE, INC.",C00657858
RECURRENT ENERGY GROUP INC. POLITICAL ACTION COMMITTEE (AKA RECURRENT ENERGY POLITICAL ACTION COMMITTEE),RECURRENT ENERGY GROUP INC.,C00679902
TANIUM INC. FEDERAL POLITICAL COMMITTEE (A.K.A. TANIUM PAC),TANIUM INC.,C00683771
WAYFAIR LLC PAC,WAYFAIR LLC,C00689752
CORNING INCORPORATED EMPLOYEES POLITICAL ACTION COMMITTEE (COREPAC),CORNING INCORPORATED,C00033589
BROWN-FORMAN CORPORATION NON-PARTISAN COMMITTEE FOR RESPONSIBLE GOVERNMENT,BROWN-FORMAN CORPORATION,C00059733
GENERAL MOTORS COMPANY POLITICAL ACTION COMMITTEE (GM PAC),GENERAL MOTORS COMPANY,C00076810
BAKER BOTTS BLUEBONNET FUND,NONE,C00077552
CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT,CNA FINANCIAL CORPORATION,C00078287
TARGET CORPORATION CITIZENS POLITICAL FORUM (TARGETCITIZENS POLITICAL FORUM),TARGET CORPORATION,C00098061
"CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)","CBOE GLOBAL MARKETS, INC.",C00100693
WATSON LAND CO. POLITICAL ACTION COMMITTEE,WATSON LAND COMPANY,C00107680
SAMMONS ENTERPRISES INC. POLITICAL ACTION COMMITTEE,"SAMMONS ENTERPRISES, INC.",C00388777
"WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE",,C00112623
FIRSTENERGY CORP. POLITICAL ACTION COMMITTEE,FIRSTENERGY CORP.,C00140855
GUIDEWELL MUTUAL HOLDING CORPORATION POLITICAL ACTION COMMITTEE (GUIDEWELL PAC),GUIDEWELL MUTUAL HOLDING CORPORATION,C00161141
ASSURANT INC. POLITICAL ACTION COMMITTEE,ASSURANT INC.,C00185694
"RAYONIER, INC. GOOD GOVERNMENT COMMITTEE","RAYONIER, INC.",C00451757
LEGGETT & PLATT INCORPORATED POLITICAL ACTION COMMITTEE,LEGGETT & PLATT INCORPORATED POLITICAL ACTION COMMITTEE,C00229435
FEDERAL AGRICULTURAL MORTGAGE CORPORATION POLITICAL ACTION COMMITTEE,FEDERAL AGRICULTURAL MORTGAGE CORPORATION POLITICAL ACTION COMMITTEE,C00253468
"GREENBERG TRAURIG, P.A. PAC","GREENBERG TRAURIG, P. A.",C00266585
"FIRSTCASH, INC. POLITICAL ACTION COMMITTEE","FIRSTCASH, INC.",C00275529
APOLLO EDUCATION GROUP INC. POLITICAL ORGANIZATION FOR LEGISLATIVE LEADERSHIP,"APOLLO EDUCATION GROUP, INC.",C00309781
GREAT WEST CASUALTY COMPANY EMPLOYEE & AGENT PAC,GREAT WEST CASUALTY COMPANY EMPLOYEE & AGENT PAC,C00326496
US ONCOLOGY INC. NETWORK POLITICAL ACTION COMMITTEE,"US ONCOLOGY, INC.",C00339655
"RESCARE, INC. DBA BRIGHTSPRING HEALTH SERVICES LEGACY FUND (BRIGHTSPRING LEGACY FUND)","RES-CARE, INC. DBA BRIGHTSPRING HEALTH SERVICES",C00344663
EMERGENT BIOSOLUTIONS INC. EMPLOYEES PAC,EMERGENT BIOSOLUTIONS INC.,C00380303
ELANCO US INC POLITICAL ACTION COMMITTEE (''ELANCO PAC''),ELANCO US INC,C00722165
THE WESTERN UNION COMPANY POLITICAL ACTION COMMITTEE,WESTERN UNION COMPANY,C00429050
"CHENIERE ENERGY, INC. PAC",CHENIERE ENERGY INC.,C00430157
SCHNITZER INVESTMENT CORP PAC,SCHNITZER INVESTMENT CORP.,C00437533
"CNG HOLDINGS, INC. PAC","CNG HOLDINGS, INC.",C00441311
"MICRON TECHNOLOGY, INC. EMPLOYEE PAC","MICRON TECHNOLOGY, INC.",C00443671
MOLSON COORS BEVERAGE COMPANY USA LLC PAC,MOLSON COORS BEVERAGE COMPANY USA LLC,C00457697
MARINETTE MARINE CORPORATION PAC MMCPAC,MARINETTE MARINE CORPORATION PAC MMCPAC,C00459453
YOUNGSTOWN WARREN REGIONAL CHAMBER POLITICAL ACTION COMMITTEE,YOUNGSTOWN WARREN REGIONAL CHAMBER,C00675272
